,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AvgTimeInCompany
2754,31,0,Travel_Rarely,Research & Development,3,2,Medical,Female,3,Sales Executive,Single,42850,1,21,1,1,2,1,1,0,3,2,3,1,4,0.5
2755,32,0,Travel_Rarely,Sales,3,4,Life Sciences,Male,2,Manufacturing Director,Married,97150,1,15,1,10,1,4,0,9,2,2,3,2,3,5
2756,36,0,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Sales Representative,Married,43200,3,17,0,5,2,1,0,0,2,4,3,3,3,1.25
2757,31,0,Travel_Rarely,Research & Development,26,3,Medical,Female,2,Research Director,Single,21320,1,18,0,11,3,5,1,8,3,4,3,3,3,5.5
2758,35,0,Travel_Rarely,Research & Development,2,4,Medical,Male,2,Healthcare Representative,Single,101240,0,14,1,16,2,5,2,8,3,1,3,4,3,10.5
2759,45,0,Travel_Rarely,Research & Development,14,3,Life Sciences,Female,1,Sales Executive,Married,54730,4,13,0,17,3,1,0,0,4,1,4,1,3,3.4
2760,37,0,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,3,Sales Executive,Single,52070,4,17,3,16,3,3,0,2,1,3,4,3,3,3.2
2761,46,0,Travel_Rarely,Research & Development,9,3,Medical,Male,3,Manager,Divorced,164370,8,15,1,16,1,3,0,2,2,2,3,3,3,1.777777778
2762,30,0,Travel_Rarely,Sales,18,3,Life Sciences,Male,4,Human Resources,Married,22960,1,18,1,10,2,4,3,0,4,4,2,3,3,5
2763,35,0,Travel_Rarely,Research & Development,20,4,Life Sciences,Female,3,Human Resources,Single,40690,1,13,0,6,5,4,0,4,2,3,3,3,3,3
2764,54,0,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,2,Laboratory Technician,Married,74410,3,12,1,24,4,1,1,0,1,4,3,3,3,6
2765,38,0,Non-Travel,Sales,11,1,Marketing,Male,2,Laboratory Technician,Divorced,24300,7,13,2,17,2,5,1,9,2,4,3,4,3,2.125
2766,34,0,Travel_Rarely,Research & Development,8,2,Medical,Male,1,Research Scientist,Married,58780,1,14,0,5,1,3,1,3,1,2,3,3,3,2.5
2767,54,0,Travel_Rarely,Research & Development,2,1,Medical,Male,2,Sales Executive,Single,26440,4,11,1,28,2,4,0,2,4,4,2,3,3,7.4
2768,24,0,Travel_Rarely,Research & Development,10,3,Medical,Male,2,Laboratory Technician,Divorced,64390,3,22,3,3,2,1,0,0,3,1,3,3,4,0.75
2769,51,0,Travel_Rarely,Research & Development,26,4,Life Sciences,Female,4,Manufacturing Director,Married,24510,3,17,0,10,2,3,0,3,4,4,3,2,3,2.5
2770,30,0,Travel_Rarely,Sales,8,2,Technical Degree,Male,1,Sales Representative,Married,63920,1,21,1,11,2,5,9,8,3,4,3,4,4,5.5
2772,40,0,Travel_Frequently,Research & Development,6,3,Medical,Male,1,Healthcare Representative,Married,60770,1,16,2,22,2,6,9,10,3,2,2,2,3,10.5
2773,51,0,Travel_Rarely,Research & Development,8,4,Life Sciences,Female,4,Sales Representative,Single,24500,0,12,1,11,2,4,1,0,3,4,1,3,3,10.5
2774,30,0,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,1,Manufacturing Director,Divorced,92500,1,12,3,11,1,5,2,7,3,2,2,3,3,5.5
2775,46,0,Travel_Frequently,Research & Development,12,1,Medical,Male,1,Laboratory Technician,Married,20970,2,15,1,21,3,4,9,5,3,1,2,3,3,7
2776,32,0,Travel_Rarely,Sales,15,3,Marketing,Male,1,Research Scientist,Single,101690,1,14,0,12,5,5,5,7,2,3,3,2,3,6
2777,54,0,Travel_Rarely,Research & Development,25,1,Medical,Female,1,Laboratory Technician,Married,48550,8,22,1,16,2,3,0,3,1,3,1,2,4,1.6
2778,24,0,Travel_Rarely,Sales,6,2,Marketing,Male,2,Research Scientist,Married,40870,0,20,3,4,1,2,0,2,1,3,2,3,4,4
2779,28,0,Non-Travel,Sales,9,4,Medical,Male,2,Laboratory Technician,Married,23670,1,13,0,5,2,3,0,4,2,3,4,2,3,2.5
2780,54,0,Travel_Rarely,Research & Development,8,4,Life Sciences,Male,2,Sales Executive,Single,29720,0,14,0,28,2,6,1,8,4,3,2,4,3,10.5
2781,44,0,Non-Travel,Research & Development,23,2,Medical,Female,1,Research Scientist,Married,178560,4,16,0,17,3,2,1,2,2,2,4,2,3,3.4
2783,32,0,Travel_Rarely,Research & Development,12,2,Life Sciences,Female,1,Sales Representative,Single,20970,1,15,1,1,2,1,0,0,4,1,3,2,3,0.5
2785,34,0,Travel_Rarely,Research & Development,1,4,Other,Male,4,Laboratory Technician,Single,41980,1,22,1,16,2,6,2,10,1,3,3,2,4,8
2786,37,0,Non-Travel,Sales,24,2,Life Sciences,Male,1,Research Scientist,Divorced,68150,5,20,1,17,3,1,0,0,3,4,4,3,4,2.833333333
2787,54,0,Non-Travel,Research & Development,12,2,Life Sciences,Male,2,Sales Executive,Married,47230,8,14,0,28,1,2,2,2,3,4,3,3,3,3
2788,50,0,Travel_Frequently,Research & Development,3,4,Medical,Male,4,Research Scientist,Married,61420,3,13,2,28,3,4,0,7,1,2,2,2,3,7
2790,25,0,Travel_Rarely,Research & Development,26,3,Technical Degree,Male,1,Laboratory Technician,Married,88530,1,22,1,2,3,2,2,1,4,4,3,3,4,1
2791,24,0,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,1,Sales Representative,Single,178560,1,12,1,1,2,1,0,0,2,4,3,3,3,0.5
2792,51,0,Travel_Frequently,Research & Development,1,3,Life Sciences,Female,1,Sales Executive,Single,20970,3,14,1,23,4,5,9,8,1,1,2,3,3,5.75
2794,54,0,Non-Travel,Research & Development,9,3,Life Sciences,Male,1,Laboratory Technician,Single,178560,2,17,0,23,5,3,4,4,4,4,3,3,3,7.666666667
2795,24,0,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,2,Laboratory Technician,Married,34070,0,13,1,6,4,3,1,2,2,3,3,3,3,6
2796,34,0,Travel_Rarely,Sales,4,3,Marketing,Female,2,Sales Representative,Divorced,50630,6,12,1,12,2,1,0,0,3,2,3,3,3,1.714285714
2797,37,0,Travel_Rarely,Sales,6,1,Technical Degree,Male,1,Laboratory Technician,Single,46390,2,12,2,12,3,3,1,3,3,4,3,3,3,4
2798,34,0,Travel_Rarely,Sales,9,2,Medical,Male,2,Healthcare Representative,Single,48760,2,21,1,14,3,5,5,8,3,1,3,3,4,4.666666667
2799,36,0,Travel_Frequently,Research & Development,7,3,Medical,Male,1,Research Scientist,Married,26900,0,11,0,10,1,4,2,8,2,4,3,3,3,10
2800,36,0,Travel_Rarely,Research & Development,1,3,Medical,Female,2,Manufacturing Director,Divorced,175670,5,13,0,7,5,1,0,0,1,4,3,3,3,1.166666667
2801,43,0,Travel_Frequently,Research & Development,3,4,Life Sciences,Male,1,Sales Executive,Married,24080,1,12,1,25,3,6,4,10,3,4,4,3,3,10.5
2802,30,0,Travel_Frequently,Research & Development,10,3,Life Sciences,Female,3,Healthcare Representative,Divorced,28140,1,22,0,10,2,4,0,9,1,3,2,3,4,5
2803,33,0,Non-Travel,Sales,7,3,Life Sciences,Male,2,Sales Executive,Married,112450,0,21,0,8,3,4,0,7,3,2,4,3,4,8
2805,51,0,Travel_Rarely,Research & Development,3,2,Other,Female,2,Sales Representative,Single,178560,7,14,1,23,2,6,9,10,1,3,3,3,3,2.875
2807,26,0,Travel_Rarely,Sales,17,3,Medical,Female,2,Manager,Married,57690,1,19,0,5,4,3,4,3,3,2,2,2,3,2.5
2810,24,0,Travel_Rarely,Sales,26,4,Technical Degree,Male,1,Sales Executive,Married,46630,0,13,1,3,1,2,2,1,3,4,3,3,3,3
2811,49,0,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,1,Sales Executive,Married,47240,1,11,1,16,3,5,5,10,3,1,2,2,3,8
2812,43,0,Travel_Frequently,Sales,2,2,Life Sciences,Male,1,Sales Executive,Single,32110,4,13,0,18,2,2,1,2,2,3,3,4,3,3.6
2813,50,0,Travel_Frequently,Research & Development,19,4,Life Sciences,Male,2,Sales Executive,Single,53770,4,14,1,16,3,2,2,1,3,4,3,4,3,3.2
2815,41,0,Travel_Rarely,Research & Development,17,2,Other,Male,1,Manufacturing Director,Divorced,52080,3,11,3,12,2,4,0,7,3,3,3,1,3,3
2816,26,0,Travel_Rarely,Research & Development,17,4,Life Sciences,Male,2,Sales Executive,Married,48770,1,13,1,8,5,4,5,7,3,3,3,4,3,4
2817,36,0,Travel_Rarely,Research & Development,25,1,Life Sciences,Male,2,Research Scientist,Divorced,31170,6,21,1,7,2,2,0,1,2,2,3,4,4,1
2819,39,0,Travel_Rarely,Research & Development,7,3,Life Sciences,Female,1,Research Scientist,Married,178560,4,13,1,17,3,5,5,9,4,3,4,4,3,3.4
2820,25,0,Travel_Rarely,Sales,26,1,Medical,Female,3,Research Scientist,Married,30690,2,14,1,6,3,2,2,2,1,3,3,2,3,2
2821,30,0,Travel_Rarely,Research & Development,21,1,Medical,Male,2,Laboratory Technician,Married,104350,0,11,0,12,5,5,4,7,3,4,1,3,3,10.5
2823,45,0,Travel_Rarely,Research & Development,2,1,Technical Degree,Female,2,Healthcare Representative,Single,57680,5,22,1,9,4,4,0,3,3,4,2,3,4,1.5
2824,38,0,Travel_Rarely,Research & Development,7,4,Life Sciences,Female,2,Research Director,Single,50420,3,16,1,19,4,2,2,2,4,3,3,3,3,4.75
2825,30,0,Travel_Rarely,Sales,13,3,Marketing,Female,2,Laboratory Technician,Single,57700,1,16,1,5,2,3,0,4,1,3,2,4,3,2.5
2826,32,0,Travel_Frequently,Sales,2,3,Marketing,Male,3,Laboratory Technician,Divorced,77560,0,21,0,9,3,4,0,7,4,4,4,3,4,9
2827,30,0,Travel_Rarely,Research & Development,1,3,Medical,Female,3,Sales Executive,Divorced,103060,5,13,0,8,5,2,2,2,4,1,3,3,3,1.333333333
2828,30,0,Travel_Rarely,Sales,9,3,Medical,Male,2,Research Scientist,Single,39360,0,11,1,6,3,3,1,2,2,4,3,3,3,6
2829,41,0,Travel_Frequently,Sales,10,2,Medical,Female,3,Manufacturing Director,Divorced,79450,4,12,1,21,5,4,7,7,4,1,2,2,3,4.2
2830,41,0,Travel_Rarely,Research & Development,10,4,Medical,Male,4,Research Scientist,Married,57430,2,12,3,7,2,3,1,4,3,1,3,4,3,2.333333333
2831,24,0,Travel_Rarely,Research & Development,1,3,Other,Female,4,Manufacturing Director,Single,152020,1,18,3,1,2,1,0,0,2,2,3,2,3,0.5
2832,40,0,Travel_Frequently,Research & Development,26,4,Medical,Male,2,Manufacturing Director,Divorced,54400,1,12,1,20,2,6,2,10,2,2,3,3,3,10
2833,35,0,Travel_Rarely,Sales,8,1,Marketing,Female,3,Laboratory Technician,Married,37600,1,14,3,10,2,4,0,6,3,2,3,3,3,5
2834,53,0,Travel_Rarely,Sales,14,2,Life Sciences,Female,4,Manufacturing Director,Married,35170,2,12,1,13,1,4,4,5,2,3,1,2,3,4.333333333
2835,45,0,Travel_Rarely,Sales,1,4,Technical Degree,Male,1,Research Scientist,Divorced,25800,8,17,3,20,3,6,0,10,2,2,1,3,3,2.222222222
2836,32,0,Travel_Frequently,Sales,2,2,Life Sciences,Female,1,Manufacturing Director,Single,21660,1,19,1,9,4,4,3,7,2,4,3,1,3,4.5
2837,29,0,Non-Travel,Research & Development,10,4,Technical Degree,Male,3,Healthcare Representative,Married,58690,1,11,1,10,5,4,0,9,4,3,3,4,3,5
2838,51,0,Travel_Rarely,Research & Development,1,3,Other,Female,3,Research Director,Married,80080,2,15,1,10,4,1,0,0,2,3,3,3,3,3.333333333
2839,54,0,Travel_Rarely,Sales,3,3,Marketing,Female,1,Research Scientist,Married,52060,4,11,3,9,4,1,0,0,2,2,2,1,3,1.8
2840,40,0,Travel_Rarely,Research & Development,11,2,Technical Degree,Male,4,Laboratory Technician,Married,52950,7,18,0,15,4,5,2,10,3,4,2,3,3,1.875
2841,34,0,Travel_Frequently,Sales,24,4,Marketing,Male,2,Manufacturing Director,Married,164130,6,16,0,6,1,3,1,2,3,3,3,3,3,0.857142857
2842,24,0,Travel_Rarely,Research & Development,3,3,Medical,Male,1,Laboratory Technician,Married,132690,1,22,1,2,2,2,2,2,3,4,3,3,4,1
2843,27,0,Non-Travel,Research & Development,3,3,Medical,Male,1,Healthcare Representative,Divorced,27830,6,16,1,6,2,2,2,2,4,2,1,4,3,0.857142857
2844,28,0,Travel_Rarely,Sales,4,4,Life Sciences,Male,2,Healthcare Representative,Married,54330,1,13,1,5,4,3,0,2,3,4,1,2,3,2.5
2845,54,0,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,2,Manufacturing Director,Divorced,20970,3,14,1,12,5,3,1,4,3,4,1,3,3,3
2846,27,0,Non-Travel,Research & Development,2,3,Life Sciences,Male,1,Manufacturing Director,Divorced,139660,1,19,0,1,1,1,0,1,3,3,2,3,3,0.5
2847,50,0,Travel_Rarely,Research & Development,4,3,Life Sciences,Female,2,Manufacturing Director,Single,43740,3,15,1,21,5,3,4,4,3,2,3,4,3,5.25
2848,41,0,Travel_Rarely,Sales,7,4,Marketing,Male,4,Laboratory Technician,Divorced,68420,4,12,1,13,3,4,1,8,1,3,3,3,3,2.6
2849,30,0,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,1,Manager,Married,174260,2,12,1,12,1,4,7,4,2,4,3,2,3,4
2850,38,0,Travel_Rarely,Sales,1,1,Medical,Male,2,Laboratory Technician,Single,176030,4,16,0,12,1,4,0,7,1,4,4,2,3,2.4
2851,32,0,Travel_Rarely,Research & Development,20,3,Medical,Female,1,Manufacturing Director,Single,45810,3,14,1,8,3,3,1,4,3,3,3,3,3,2
2852,27,0,Travel_Rarely,Research & Development,5,4,Medical,Male,2,Healthcare Representative,Married,47350,0,13,0,6,2,3,1,1,3,2,2,3,3,6
2854,36,0,Travel_Frequently,Sales,25,3,Marketing,Female,2,Research Director,Single,55050,4,21,2,13,3,4,7,2,4,2,2,3,4,2.6
2855,30,0,Non-Travel,Sales,1,3,Medical,Female,1,Sales Executive,Divorced,54700,1,18,1,12,2,5,6,10,3,1,3,3,3,6
2856,45,0,Travel_Rarely,Research & Development,24,2,Medical,Male,2,Sales Executive,Divorced,54760,4,13,1,9,3,3,0,3,3,1,4,3,3,1.8
2857,54,0,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,4,Manager,Divorced,25870,4,12,0,19,2,2,2,2,3,1,3,2,3,3.8
2858,33,0,Travel_Rarely,Research & Development,2,2,Medical,Male,1,Sales Executive,Single,24400,0,18,3,4,4,2,0,2,3,4,4,3,3,4
2860,46,0,Travel_Rarely,Research & Development,10,3,Technical Degree,Female,2,Laboratory Technician,Divorced,153790,1,12,0,24,1,6,9,7,2,1,3,1,3,10.5
2861,38,0,Travel_Rarely,Sales,4,4,Life Sciences,Male,1,Manufacturing Director,Single,70820,1,14,0,2,3,2,2,1,3,4,3,4,3,1
2862,31,0,Travel_Rarely,Sales,2,4,Life Sciences,Male,2,Sales Representative,Married,27280,8,11,0,7,3,3,0,2,3,4,3,4,3,0.777777778
2863,34,0,Travel_Rarely,Sales,9,3,Marketing,Female,2,Manager,Single,53680,2,14,1,9,2,2,1,2,4,2,3,3,3,3
2865,50,0,Travel_Rarely,Sales,19,4,Marketing,Male,3,Sales Executive,Married,31950,2,11,0,5,4,2,0,2,3,3,2,2,3,1.666666667
2866,53,0,Travel_Rarely,Sales,1,2,Life Sciences,Male,1,Manager,Divorced,39890,1,13,0,5,2,3,1,3,4,1,3,3,3,2.5
2867,33,0,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,1,Human Resources,Married,33060,1,11,3,8,5,4,1,6,4,2,3,1,3,4
2868,40,0,Travel_Rarely,Research & Development,11,3,Life Sciences,Female,2,Sales Executive,Married,70050,1,20,2,21,2,6,9,9,4,3,3,3,4,10.5
2869,54,0,Travel_Rarely,Research & Development,6,1,Life Sciences,Female,2,Laboratory Technician,Single,26550,8,17,0,28,1,6,2,10,3,2,3,2,3,4
2870,34,0,Travel_Frequently,Research & Development,7,4,Other,Female,1,Research Scientist,Married,20970,1,11,2,10,4,4,1,9,4,3,2,4,3,5
2871,51,0,Travel_Rarely,Research & Development,4,2,Life Sciences,Male,2,Sales Representative,Single,25700,3,18,0,21,2,4,1,0,4,2,3,3,3,5.25
2872,52,0,Travel_Rarely,Research & Development,2,4,Medical,Female,2,Sales Representative,Married,35370,0,11,1,28,3,6,9,9,3,3,3,3,3,10.5
2873,27,0,Travel_Rarely,Sales,15,3,Marketing,Male,1,Research Scientist,Single,39860,1,12,2,7,3,4,0,3,4,2,2,3,3,3.5
2875,43,0,Non-Travel,Research & Development,6,2,Medical,Male,1,Healthcare Representative,Divorced,20970,4,20,1,7,2,3,2,2,4,2,4,2,4,1.4
2876,45,0,Non-Travel,Research & Development,9,2,Medical,Female,1,Sales Executive,Married,95250,8,19,0,22,3,6,9,8,1,4,3,3,3,2.2
2877,37,0,Travel_Rarely,Research & Development,7,3,Life Sciences,Female,1,Research Scientist,Married,29290,1,12,0,8,2,4,1,7,2,1,2,1,3,4
2878,35,0,Travel_Frequently,Research & Development,1,3,Other,Male,2,Research Director,Single,22750,5,13,0,10,2,4,1,2,2,2,3,4,3,1.666666667
2879,42,0,Non-Travel,Research & Development,1,1,Technical Degree,Male,2,Sales Executive,Divorced,78790,2,11,1,11,2,3,0,2,3,3,3,3,3,3.666666667
2880,38,0,Travel_Rarely,Sales,8,2,Marketing,Male,4,Research Scientist,Married,49300,8,14,0,14,1,1,0,0,4,3,3,3,3,1.4
2881,38,0,Travel_Rarely,Research & Development,25,1,Life Sciences,Female,1,Manufacturing Director,Married,78470,3,14,1,9,3,4,1,7,4,4,1,4,3,2.25
2882,27,0,Travel_Frequently,Research & Development,13,4,Medical,Male,1,Manager,Married,44010,5,13,0,6,4,2,2,0,3,1,3,2,3,1
2883,49,0,Non-Travel,Research & Development,23,1,Other,Female,2,Sales Executive,Divorced,92410,1,19,1,7,5,4,1,7,4,4,3,3,3,3.5
2884,34,0,Travel_Frequently,Research & Development,7,2,Medical,Male,4,Sales Representative,Divorced,29740,1,22,0,5,2,3,2,0,4,3,4,3,4,2.5
2885,40,0,Travel_Rarely,Research & Development,23,3,Medical,Female,1,Laboratory Technician,Married,45020,8,12,2,15,1,4,3,7,3,4,4,2,3,1.666666667
2888,24,0,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,4,Healthcare Representative,Divorced,129360,1,11,2,4,3,3,2,2,4,2,2,3,3,2
2889,36,0,Travel_Frequently,Research & Development,1,3,Life Sciences,Female,2,Laboratory Technician,Single,23050,1,17,0,8,3,4,1,7,2,4,3,3,3,4
2890,40,0,Non-Travel,Research & Development,26,2,Life Sciences,Male,1,Manufacturing Director,Married,167040,8,22,0,5,2,2,0,2,4,4,1,4,4,0.5
2891,46,0,Travel_Rarely,Research & Development,25,1,Medical,Male,4,Research Scientist,Divorced,34330,7,18,0,17,3,3,0,3,4,1,3,3,3,2.125
2893,30,0,Non-Travel,Research & Development,17,4,Life Sciences,Male,2,Healthcare Representative,Single,64300,1,12,1,12,2,5,5,8,3,3,3,2,3,6
2894,27,0,Travel_Frequently,Research & Development,18,2,Medical,Female,1,Laboratory Technician,Single,65160,1,19,1,7,4,4,0,7,4,3,3,3,3,3.5
2895,51,0,Travel_Rarely,Research & Development,2,1,Medical,Female,1,Manufacturing Director,Married,39070,5,13,0,16,2,4,4,7,2,2,1,3,3,2.666666667
2897,41,0,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,2,Human Resources,Single,68830,3,19,2,16,3,1,0,0,4,4,3,2,3,4
2900,45,0,Non-Travel,Research & Development,2,3,Medical,Female,2,Research Scientist,Single,103680,6,12,2,23,2,6,9,8,4,4,3,3,3,3.285714286
2901,54,0,Travel_Rarely,Sales,8,2,Marketing,Female,2,Laboratory Technician,Married,61340,2,19,0,16,2,4,0,5,4,1,3,2,3,5.333333333
2902,36,0,Travel_Rarely,Research & Development,16,4,Life Sciences,Male,1,Healthcare Representative,Single,67350,8,22,2,16,3,5,3,7,4,2,4,2,4,1.777777778
2903,33,0,Travel_Rarely,Sales,9,1,Other,Female,3,Sales Executive,Married,32950,6,22,2,7,2,2,1,1,3,2,3,3,4,1
2904,37,0,Travel_Frequently,Sales,2,4,Life Sciences,Male,2,Laboratory Technician,Divorced,52380,1,15,1,10,5,4,0,7,2,4,3,3,3,5
2905,38,0,Travel_Rarely,Research & Development,1,2,Medical,Male,4,Laboratory Technician,Divorced,64720,0,12,0,17,4,6,5,10,1,3,2,3,3,10.5
2906,31,0,Non-Travel,Sales,4,1,Medical,Female,3,Research Scientist,Married,96100,0,11,1,6,2,3,1,4,3,3,3,2,3,6
2907,54,0,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,3,Manager,Married,178560,3,13,0,7,2,1,0,0,3,4,3,3,3,1.75
2908,37,0,Travel_Frequently,Sales,2,3,Marketing,Female,2,Laboratory Technician,Divorced,97560,4,19,0,13,2,4,5,8,1,4,3,3,3,2.6
2909,29,0,Travel_Frequently,Sales,15,4,Medical,Female,1,Sales Executive,Married,49680,1,19,3,11,4,5,4,1,2,4,3,3,3,5.5
2910,35,0,Travel_Frequently,Research & Development,19,3,Life Sciences,Female,1,Sales Executive,Single,21450,1,13,0,10,5,4,0,8,3,3,4,2,3,5
2912,52,0,Travel_Rarely,Research & Development,1,2,Medical,Female,4,Manager,Single,83460,7,14,0,6,5,2,2,2,3,4,2,3,3,0.75
2913,42,0,Travel_Rarely,Research & Development,7,4,Life Sciences,Female,2,Sales Executive,Married,34450,1,11,2,22,2,6,9,10,3,4,3,3,3,10.5
2914,54,0,Travel_Rarely,Research & Development,4,4,Technical Degree,Male,1,Healthcare Representative,Married,27600,8,11,0,7,3,2,2,2,2,3,2,4,3,0.777777778
2915,50,0,Travel_Rarely,Research & Development,11,2,Life Sciences,Male,2,Sales Executive,Divorced,62940,3,22,1,28,2,4,0,6,4,4,2,4,4,8
2917,43,0,Travel_Rarely,Sales,1,3,Marketing,Female,2,Manufacturing Director,Married,29320,5,22,0,22,3,6,1,9,4,4,3,3,4,3.666666667
2919,52,0,Non-Travel,Research & Development,2,3,Technical Degree,Male,1,Sales Executive,Single,45070,1,14,0,28,3,6,9,10,1,3,4,2,3,10.5
2920,32,0,Travel_Rarely,Research & Development,13,4,Life Sciences,Female,3,Manufacturing Director,Married,85640,2,16,1,6,2,3,1,2,3,2,3,2,3,2
2922,39,0,Travel_Rarely,Sales,26,4,Life Sciences,Male,2,Research Director,Divorced,81610,7,12,1,7,2,2,1,2,3,3,3,4,3,0.875
2923,32,0,Non-Travel,Sales,2,4,Marketing,Male,4,Research Scientist,Married,21090,0,13,1,4,3,2,2,2,3,4,3,2,3,4
2924,41,0,Travel_Rarely,Sales,26,3,Life Sciences,Female,2,Laboratory Technician,Divorced,52940,2,15,0,17,3,1,0,0,3,1,2,2,3,5.666666667
2925,40,0,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Manufacturing Director,Divorced,27180,1,14,1,9,4,4,4,7,2,4,3,2,3,4.5
2926,45,0,Travel_Rarely,Research & Development,18,1,Life Sciences,Female,2,Sales Representative,Married,58110,0,14,0,25,4,6,1,7,3,4,3,2,3,10.5
2927,31,0,Travel_Frequently,Research & Development,7,4,Medical,Male,1,Research Scientist,Divorced,24370,8,14,1,9,3,2,2,2,2,3,3,4,3,0.9
2928,33,0,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,1,Sales Executive,Married,27660,1,12,1,2,2,2,0,2,3,4,2,3,3,1
2929,34,0,Travel_Rarely,Research & Development,26,3,Other,Female,1,Sales Executive,Married,178560,6,13,0,13,3,5,5,9,4,1,3,2,3,1.857142857
2930,37,0,Travel_Rarely,Research & Development,22,4,Medical,Female,2,Manufacturing Director,Married,30550,2,14,3,17,3,2,0,2,3,1,2,3,3,5.666666667
2931,45,0,Travel_Frequently,Sales,21,1,Marketing,Male,3,Research Scientist,Married,22890,4,13,0,9,3,2,0,2,1,3,3,2,3,1.8
2933,39,0,Travel_Frequently,Research & Development,22,3,Medical,Female,1,Manufacturing Director,Single,129650,0,19,1,20,2,6,9,8,3,3,3,3,3,10.5
2934,29,0,Travel_Rarely,Sales,4,3,Other,Female,2,Human Resources,Single,35390,1,18,0,6,2,4,1,5,3,4,3,2,3,3
2935,42,0,Travel_Rarely,Research & Development,5,4,Medical,Female,1,Research Scientist,Single,60290,3,17,1,10,5,2,0,2,4,1,3,3,3,2.5
2936,29,0,Travel_Rarely,Research & Development,2,4,Medical,Male,1,Laboratory Technician,Divorced,26790,2,15,0,10,2,2,0,2,4,4,3,2,3,3.333333333
2937,25,0,Travel_Rarely,Research & Development,25,2,Life Sciences,Male,2,Sales Executive,Married,37020,0,20,0,5,4,3,1,2,1,3,3,3,4,5
2938,42,0,Travel_Rarely,Sales,18,2,Medical,Male,1,Laboratory Technician,Divorced,23980,0,14,1,10,2,4,7,8,4,1,3,2,3,10
2939,40,0,Travel_Rarely,Research & Development,26,3,Medical,Male,2,Laboratory Technician,Divorced,54680,0,12,0,22,5,6,3,9,1,3,3,4,3,10.5
2940,51,0,Travel_Rarely,Sales,6,2,Life Sciences,Female,1,Healthcare Representative,Married,131160,1,11,0,1,5,1,0,0,3,4,2,3,3,0.5
2942,32,0,Travel_Frequently,Research & Development,17,4,Other,Male,4,Sales Executive,Married,178560,1,15,3,5,2,3,0,3,2,2,1,3,3,2.5
2943,38,0,Non-Travel,Research & Development,2,4,Life Sciences,Male,3,Human Resources,Married,83210,3,11,3,13,5,4,7,5,4,4,3,2,3,3.25
2944,32,0,Travel_Rarely,Research & Development,10,1,Medical,Male,1,Sales Executive,Single,23420,4,12,2,9,2,4,0,4,4,1,3,3,3,1.8
2945,46,0,Travel_Rarely,Research & Development,8,3,Life Sciences,Female,4,Research Director,Married,40710,3,13,0,28,5,4,7,7,3,2,2,3,3,7
2947,29,0,Travel_Rarely,Research & Development,18,3,Life Sciences,Male,2,Sales Executive,Married,31430,2,22,3,10,2,1,0,0,1,2,3,3,4,3.333333333
2948,31,0,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,3,Laboratory Technician,Married,20970,0,21,0,10,2,4,7,8,2,4,3,3,4,10
2949,25,0,Non-Travel,Research & Development,7,4,Medical,Female,4,Laboratory Technician,Divorced,134640,1,13,1,6,2,4,1,5,2,1,3,3,3,3
2950,45,0,Travel_Rarely,Research & Development,17,2,Medical,Male,2,Laboratory Technician,Married,79910,0,13,2,21,2,6,4,10,3,4,3,2,3,10.5
